新聞台,#genre#
TVBS新聞,https://live.tvfix.org/live/tvbsnews/index.m3u8
TVBS新聞,https://live.tvfix.org/live/tvbsnews/1/v4000000/index.m3u8
TVBS新聞,http://aktv_stream.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
三立新聞,https://epg.pw/stream/6b49e3faa38adda85abab446f032dc1e686baa0760a9cfa66e2df8fd6fe3b445.m3u8
中天新聞,http://222.128.55.152:9080/live/fc.m3u8
中天新聞,http://103.225.9.173:1977/live/video/no_signal.mp4
中天新聞,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新聞,http://jnzq.ohoyee.com:9080/live/fc.m3u8
中天新聞,http://cdn.iptv8k.top/dl/jspd.php
中天新聞,http://8.138.7.223/tv/hot.php?id=70
中天新聞,http://aktv_stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新聞,http://kkk.888.3116598.xyz//api.php?n=HKTV&id=MHgHPf&tk=on7ptxNRYztN
中視新聞,http://38.64.72.148/hls/modn/list/4010/playlist.m3u8
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
寰宇新聞,http://jnzq.ohoyee.com:9080/live/hy.m3u8
寰宇新聞臺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fMh4hG&tk=xgSiFxkGQWbN
東森新聞(VPN),http://211.23.114.106:8510/http/61.221.81.94:8088/hls/71/813/ch44.m3u8
東森美洲新聞,http://38.64.72.148:80/hls/modn/list/2016/chunklist0.m3u8
民視 新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
臺視新聞,http://222.128.55.152:9080/live/ts.m3u8
臺視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?
臺視新聞,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
臺視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
臺視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
臺視新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
臺視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
臺視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
臺視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
臺視新聞,http://xn--94q.l5.ca/daili/Smartv.php?id=ttvnews_twn
臺視新聞,http://jnzq.ohoyee.com:9080/live/ts.m3u8
體育,#genre#
ACTION SPORTS,https://linear-36.frequency.stream/dist/localnow/36/hls/master/playlist.m3u8
ELEVEN SPORTS 1,http://czrb8vng.ottclub.xyz/iptv/AHMQNVLWUTM5PW/2531/index.m3u
